"","X","pumps","datetimehourly","section","holiday","workday","weathertype","atemp","atemX","totalsales","quantity","newcustomer","returningcustomer","day.rushhour","day.rushhour.pumps","day.delivery.expected","day.delivery.expected.accuracy","day.consump.ave","timedatepos","day_col","month_col","year_col","second_col","min_col","hour_col","queueline"
"3659",3659,0,"5/4/17 22:00",4,0,1,1,14.1,57.38,0,0,0,0,0,NA,NA,NA,NA,"2017-05-04 22:00:00",4,5,2017,0,0,22,0
"3660",3660,0,"5/4/17 23:00",4,0,1,1,15.1,59.18,0,0,0,0,0,NA,NA,NA,NA,"2017-05-04 23:00:00",4,5,2017,0,0,23,0
"3661",3661,0,"5/5/17 0:00",4,0,1,1,15.8,60.44,40.5,2.702,0,1,0,NA,NA,NA,NA,"2017-05-05 00:00:00",5,5,2017,0,0,0,0
"3662",3662,0,"5/5/17 1:00",4,0,1,1,17.4,63.32,0,0,0,0,0,NA,NA,NA,NA,"2017-05-05 01:00:00",5,5,2017,0,0,1,0
"3663",3663,0,"5/5/17 2:00",4,0,1,1,19.5,67.1,49.2,3.282,0,1,0,NA,NA,NA,NA,"2017-05-05 02:00:00",5,5,2017,0,0,2,0
"3664",3664,1,"5/5/17 3:00",4,0,1,1,21.1,69.98,60.86,4.06,0,1,0,NA,NA,NA,NA,"2017-05-05 03:00:00",5,5,2017,0,0,3,1
"3665",3665,1,"5/5/17 4:00",4,0,1,1,21.6,70.88,0,0,0,0,0,NA,NA,NA,NA,"2017-05-05 04:00:00",5,5,2017,0,0,4,1
"3666",3666,0,"5/5/17 5:00",1,0,1,1,22.9,73.22,41.7,2.782,0,1,0,NA,NA,NA,NA,"2017-05-05 05:00:00",5,5,2017,0,0,5,0
"3667",3667,0,"5/5/17 6:00",1,0,1,1,24.5,76.1,42.48,2.834,0,1,0,NA,NA,NA,NA,"2017-05-05 06:00:00",5,5,2017,0,0,6,0
"3668",3668,0,"5/5/17 7:00",1,0,1,1,25,77,16.22,1.082,1,0,0,NA,NA,NA,NA,"2017-05-05 07:00:00",5,5,2017,0,0,7,0
"3669",3669,0,"5/5/17 8:00",1,0,1,1,22.2,71.96,0,0,0,0,0,NA,NA,NA,NA,"2017-05-05 08:00:00",5,5,2017,0,0,8,0
"3670",3670,1,"5/5/17 9:00",1,0,1,1,19.4,66.92,114.29,7.624,0,2,0,NA,NA,NA,NA,"2017-05-05 09:00:00",5,5,2017,0,0,9,1
"3671",3671,1,"5/5/17 10:00",1,0,1,1,19.3,66.74,0,0,0,0,0,NA,NA,NA,NA,"2017-05-05 10:00:00",5,5,2017,0,0,10,1
"3672",3672,0,"5/5/17 11:00",2,0,1,1,18.75,65.75,111.72,7.453,0,2,0,NA,NA,NA,NA,"2017-05-05 11:00:00",5,5,2017,0,0,11,0
"3673",3673,0,"5/5/17 12:00",2,0,1,1,18.2,64.76,0,0,0,0,0,NA,NA,NA,NA,"2017-05-05 12:00:00",5,5,2017,0,0,12,0
"3674",3674,0,"5/5/17 13:00",2,0,1,1,17.65,63.77,0,0,0,0,0,NA,NA,NA,NA,"2017-05-05 13:00:00",5,5,2017,0,0,13,0
"3675",3675,0,"5/5/17 14:00",2,0,1,1,17.1,62.78,0,0,0,0,0,NA,NA,NA,NA,"2017-05-05 14:00:00",5,5,2017,0,0,14,0
"3676",3676,0,"5/5/17 15:00",3,0,1,1,16.55,61.79,0,0,0,0,0,NA,NA,NA,NA,"2017-05-05 15:00:00",5,5,2017,0,0,15,0
"3677",3677,0,"5/5/17 16:00",3,0,1,1,16,60.8,0,0,0,0,0,NA,NA,NA,NA,"2017-05-05 16:00:00",5,5,2017,0,0,16,0
"3678",3678,0,"5/5/17 17:00",3,0,1,1,15.92,60.656,21.47,1.432,1,0,0,NA,NA,NA,NA,"2017-05-05 17:00:00",5,5,2017,0,0,17,0
"3679",3679,0,"5/5/17 18:00",3,0,1,1,15.84,60.512,61.34,4.092,0,1,0,NA,NA,NA,NA,"2017-05-05 18:00:00",5,5,2017,0,0,18,0
"3680",3680,0,"5/5/17 19:00",3,0,1,1,15.76,60.368,0,0,0,0,0,NA,NA,NA,NA,"2017-05-05 19:00:00",5,5,2017,0,0,19,0
"3681",3681,0,"5/5/17 20:00",3,0,1,1,15.68,60.224,0,0,0,0,0,NA,NA,NA,NA,"2017-05-05 20:00:00",5,5,2017,0,0,20,0
"3682",3682,0,"5/5/17 21:00",3,0,1,1,15.6,60.08,0,0,0,0,0,NA,NA,NA,NA,"2017-05-05 21:00:00",5,5,2017,0,0,21,0
"3683",3683,0,"5/5/17 22:00",4,0,1,1,16.1,60.98,0,0,0,0,0,NA,NA,NA,NA,"2017-05-05 22:00:00",5,5,2017,0,0,22,0
"3684",3684,0,"5/5/17 23:00",4,0,1,1,16.6,61.88,0,0,0,0,0,NA,NA,NA,NA,"2017-05-05 23:00:00",5,5,2017,0,0,23,0
"3685",3685,2,"5/6/17 0:00",4,1,0,1,18.95,66.11,13.88,0.926,0,1,0,NA,NA,NA,NA,"2017-05-06 00:00:00",6,5,2017,0,0,0,2
"3686",3686,1,"5/6/17 1:00",4,1,0,1,21.3,70.34,0,0,0,0,0,NA,NA,NA,NA,"2017-05-06 01:00:00",6,5,2017,0,0,1,1
"3687",3687,0,"5/6/17 2:00",4,1,0,1,23.45,74.21,0,0,0,0,0,NA,NA,NA,NA,"2017-05-06 02:00:00",6,5,2017,0,0,2,0
"3688",3688,0,"5/6/17 3:00",4,1,0,1,25.6,78.08,0,0,0,0,0,NA,NA,NA,NA,"2017-05-06 03:00:00",6,5,2017,0,0,3,0
"3689",3689,0,"5/6/17 4:00",4,1,0,1,26.85,80.33,0,0,0,0,0,NA,NA,NA,NA,"2017-05-06 04:00:00",6,5,2017,0,0,4,0
"3690",3690,1,"5/6/17 5:00",1,1,0,1,28.1,82.58,0,0,0,0,0,NA,NA,NA,NA,"2017-05-06 05:00:00",6,5,2017,0,0,5,1
"3691",3691,1,"5/6/17 6:00",1,1,0,1,28.4,83.12,197.86,13.199,0,4,0,NA,NA,NA,NA,"2017-05-06 06:00:00",6,5,2017,0,0,6,1
"3692",3692,0,"5/6/17 7:00",1,1,0,1,27.1,80.78,0,0,0,0,0,NA,NA,NA,NA,"2017-05-06 07:00:00",6,5,2017,0,0,7,0
"3693",3693,0,"5/6/17 8:00",1,1,0,1,25.8,78.44,60.57,4.041,0,1,0,NA,NA,NA,NA,"2017-05-06 08:00:00",6,5,2017,0,0,8,0
"3694",3694,1,"5/6/17 9:00",1,1,0,1,24.5,76.1,0,0,0,0,0,NA,NA,NA,NA,"2017-05-06 09:00:00",6,5,2017,0,0,9,1
"3695",3695,0,"5/6/17 10:00",1,1,0,1,22.7,72.86,45.16,3.013,0,1,0,NA,NA,NA,NA,"2017-05-06 10:00:00",6,5,2017,0,0,10,0
"3696",3696,0,"5/6/17 11:00",2,1,0,1,21.4,70.52,0,0,0,0,0,NA,NA,NA,NA,"2017-05-06 11:00:00",6,5,2017,0,0,11,0
"3697",3697,1,"5/6/17 12:00",2,1,0,1,21.1,69.98,0,0,0,0,0,NA,NA,NA,NA,"2017-05-06 12:00:00",6,5,2017,0,0,12,1
"3698",3698,0,"5/6/17 13:00",2,1,0,1,19.9,67.82,0,0,0,0,0,NA,NA,NA,NA,"2017-05-06 13:00:00",6,5,2017,0,0,13,0
"3699",3699,0,"5/6/17 14:00",2,1,0,1,18.9,66.02,0,0,0,0,0,NA,NA,NA,NA,"2017-05-06 14:00:00",6,5,2017,0,0,14,0
"3700",3700,0,"5/6/17 15:00",3,1,0,1,17.9,64.22,0,0,0,0,0,NA,NA,NA,NA,"2017-05-06 15:00:00",6,5,2017,0,0,15,0
"3701",3701,0,"5/6/17 16:00",3,1,0,1,16.9,62.42,61.77,4.121,0,1,0,NA,NA,NA,NA,"2017-05-06 16:00:00",6,5,2017,0,0,16,0
"3702",3702,0,"5/6/17 17:00",3,1,0,1,16.55,61.79,28.93,1.93,0,1,0,NA,NA,NA,NA,"2017-05-06 17:00:00",6,5,2017,0,0,17,0
"3703",3703,0,"5/6/17 18:00",3,1,0,1,16.2,61.16,0,0,0,0,0,NA,NA,NA,NA,"2017-05-06 18:00:00",6,5,2017,0,0,18,0
"3704",3704,0,"5/6/17 19:00",3,1,0,1,15.85,60.53,0,0,0,0,0,NA,NA,NA,NA,"2017-05-06 19:00:00",6,5,2017,0,0,19,0
"3705",3705,0,"5/6/17 20:00",3,1,0,1,15.5,59.9,0,0,0,0,0,NA,NA,NA,NA,"2017-05-06 20:00:00",6,5,2017,0,0,20,0
"3706",3706,0,"5/6/17 21:00",3,1,0,1,15.15,59.27,0,0,0,0,0,NA,NA,NA,NA,"2017-05-06 21:00:00",6,5,2017,0,0,21,0
"3707",3707,0,"5/6/17 22:00",4,1,0,1,14.8,58.64,0,0,0,0,0,NA,NA,NA,NA,"2017-05-06 22:00:00",6,5,2017,0,0,22,0
"3708",3708,0,"5/6/17 23:00",4,1,0,1,16.5,61.7,0,0,0,0,0,NA,NA,NA,NA,"2017-05-06 23:00:00",6,5,2017,0,0,23,0
"3709",3709,1,"5/7/17 0:00",4,1,0,1,18.2,64.76,0,0,0,0,0,NA,NA,NA,NA,"2017-05-07 00:00:00",7,5,2017,0,0,0,1
"3710",3710,0,"5/7/17 1:00",4,1,0,1,21.8,71.24,54.4,3.629,0,1,0,NA,NA,NA,NA,"2017-05-07 01:00:00",7,5,2017,0,0,1,0
"3711",3711,0,"5/7/17 2:00",4,1,0,1,25.65,78.17,162.43,10.836,0,3,0,NA,NA,NA,NA,"2017-05-07 02:00:00",7,5,2017,0,0,2,0
"3712",3712,0,"5/7/17 3:00",4,1,0,1,29.5,85.1,122.44,8.168,0,3,0,NA,NA,NA,NA,"2017-05-07 03:00:00",7,5,2017,0,0,3,0
"3713",3713,0,"5/7/17 4:00",4,1,0,1,30.7,87.26,0,0,0,0,0,NA,NA,NA,NA,"2017-05-07 04:00:00",7,5,2017,0,0,4,0
"3714",3714,0,"5/7/17 5:00",1,1,0,1,30.8,87.44,57.32,3.824,0,1,0,NA,NA,NA,NA,"2017-05-07 05:00:00",7,5,2017,0,0,5,0
"3715",3715,0,"5/7/17 6:00",1,1,0,1,30.9,87.62,67.76,4.52,0,2,0,NA,NA,NA,NA,"2017-05-07 06:00:00",7,5,2017,0,0,6,0
"3716",3716,2,"5/7/17 7:00",1,1,0,1,31,87.8,115.22,7.686,1,1,0,NA,NA,NA,NA,"2017-05-07 07:00:00",7,5,2017,0,0,7,2
"3717",3717,3,"5/7/17 8:00",1,1,0,1,31.3,88.34,126.07,8.41,0,2,0,NA,NA,NA,NA,"2017-05-07 08:00:00",7,5,2017,0,0,8,3
"3718",3718,1,"5/7/17 9:00",1,1,0,1,29.4,84.92,42.98,2.867,0,1,0,NA,NA,NA,NA,"2017-05-07 09:00:00",7,5,2017,0,0,9,1
"3719",3719,0,"5/7/17 10:00",1,1,0,1,28,82.4,57.04,3.805,0,1,0,NA,NA,NA,NA,"2017-05-07 10:00:00",7,5,2017,0,0,10,0
"3720",3720,0,"5/7/17 11:00",2,1,0,1,25.3,77.54,50.34,3.358,0,1,0,NA,NA,NA,NA,"2017-05-07 11:00:00",7,5,2017,0,0,11,0
"3721",3721,1,"5/7/17 12:00",2,1,0,1,23.35,74.03,56.75,3.786,0,1,0,NA,NA,NA,NA,"2017-05-07 12:00:00",7,5,2017,0,0,12,1
"3722",3722,0,"5/7/17 13:00",2,1,0,1,21.4,70.52,95.86,6.395,0,2,0,NA,NA,NA,NA,"2017-05-07 13:00:00",7,5,2017,0,0,13,0
"3723",3723,0,"5/7/17 14:00",2,1,0,1,21.3,70.34,0,0,0,0,0,NA,NA,NA,NA,"2017-05-07 14:00:00",7,5,2017,0,0,14,0
"3724",3724,1,"5/7/17 15:00",3,1,0,1,20.3,68.54,59.66,3.98,1,0,0,NA,NA,NA,NA,"2017-05-07 15:00:00",7,5,2017,0,0,15,1
"3725",3725,0,"5/7/17 16:00",3,1,0,1,19.775,67.595,29.7,1.981,1,0,0,NA,NA,NA,NA,"2017-05-07 16:00:00",7,5,2017,0,0,16,0
"3726",3726,0,"5/7/17 17:00",3,1,0,1,19.25,66.65,42.2,2.815,0,1,0,NA,NA,NA,NA,"2017-05-07 17:00:00",7,5,2017,0,0,17,0
"3727",3727,0,"5/7/17 18:00",3,1,0,1,18.725,65.705,53.36,3.56,0,1,0,NA,NA,NA,NA,"2017-05-07 18:00:00",7,5,2017,0,0,18,0
"3728",3728,0,"5/7/17 19:00",3,1,0,1,18.2,64.76,0,0,0,0,0,NA,NA,NA,NA,"2017-05-07 19:00:00",7,5,2017,0,0,19,0
"3729",3729,0,"5/7/17 20:00",3,1,0,1,17.675,63.815,0,0,0,0,0,NA,NA,NA,NA,"2017-05-07 20:00:00",7,5,2017,0,0,20,0
"3730",3730,0,"5/7/17 21:00",3,1,0,1,17.15,62.87,0,0,0,0,0,NA,NA,NA,NA,"2017-05-07 21:00:00",7,5,2017,0,0,21,0
"3731",3731,1,"5/7/17 22:00",4,1,0,1,16.625,61.925,0,0,0,0,0,NA,NA,NA,NA,"2017-05-07 22:00:00",7,5,2017,0,0,22,1
"3732",3732,0,"5/7/17 23:00",4,1,0,1,16.1,60.98,0,0,0,0,0,NA,NA,NA,NA,"2017-05-07 23:00:00",7,5,2017,0,0,23,0
"3733",3733,2,"5/8/17 0:00",4,0,1,1,18,64.4,59.17,3.947,0,1,0,NA,NA,NA,NA,"2017-05-08 00:00:00",8,5,2017,0,0,0,2
"3734",3734,4,"5/8/17 1:00",4,0,1,1,21,69.8,0,0,0,0,0,NA,NA,NA,NA,"2017-05-08 01:00:00",8,5,2017,0,0,1,4
"3735",3735,0,"5/8/17 2:00",4,0,1,1,23.4,74.12,58.94,3.932,0,1,0,NA,NA,NA,NA,"2017-05-08 02:00:00",8,5,2017,0,0,2,0
"3736",3736,0,"5/8/17 3:00",4,0,1,1,25.2,77.36,0,0,0,0,0,NA,NA,NA,NA,"2017-05-08 03:00:00",8,5,2017,0,0,3,0
"3737",3737,4,"5/8/17 4:00",4,0,1,1,27.45,81.41,0,0,0,0,0,NA,NA,NA,NA,"2017-05-08 04:00:00",8,5,2017,0,0,4,4
"3738",3738,0,"5/8/17 5:00",1,0,1,1,29.7,85.46,0,0,0,0,0,NA,NA,NA,NA,"2017-05-08 05:00:00",8,5,2017,0,0,5,0
"3739",3739,0,"5/8/17 6:00",1,0,1,1,29.9,85.82,58.58,3.908,1,0,0,NA,NA,NA,NA,"2017-05-08 06:00:00",8,5,2017,0,0,6,0
"3740",3740,0,"5/8/17 7:00",1,0,1,1,30.7,87.26,55.22,3.684,0,1,0,NA,NA,NA,NA,"2017-05-08 07:00:00",8,5,2017,0,0,7,0
"3741",3741,0,"5/8/17 8:00",1,0,1,1,27.3,81.14,116.29,7.758,0,2,0,NA,NA,NA,NA,"2017-05-08 08:00:00",8,5,2017,0,0,8,0
"3742",3742,1,"5/8/17 9:00",1,0,1,1,23.9,75.02,38.6,2.575,1,0,0,NA,NA,NA,NA,"2017-05-08 09:00:00",8,5,2017,0,0,9,1
"3743",3743,0,"5/8/17 10:00",1,0,1,1,21.95,71.51,54.86,3.66,0,1,0,NA,NA,NA,NA,"2017-05-08 10:00:00",8,5,2017,0,0,10,0
"3744",3744,3,"5/8/17 11:00",2,0,1,1,20,68,102.26,6.822,0,2,0,NA,NA,NA,NA,"2017-05-08 11:00:00",8,5,2017,0,0,11,3
"3745",3745,1,"5/8/17 12:00",2,0,1,1,18.9,66.02,44.87,2.993,0,1,0,NA,NA,NA,NA,"2017-05-08 12:00:00",8,5,2017,0,0,12,1
"3746",3746,0,"5/8/17 13:00",2,0,1,1,18.38888889,65.1,33.62,2.243,0,1,0,NA,NA,NA,NA,"2017-05-08 13:00:00",8,5,2017,0,0,13,0
"3747",3747,0,"5/8/17 14:00",2,0,1,1,17.87777778,64.18,0,0,0,0,0,NA,NA,NA,NA,"2017-05-08 14:00:00",8,5,2017,0,0,14,0
"3748",3748,0,"5/8/17 15:00",3,0,1,1,17.36666667,63.26,0,0,0,0,0,NA,NA,NA,NA,"2017-05-08 15:00:00",8,5,2017,0,0,15,0
"3749",3749,0,"5/8/17 16:00",3,0,1,1,16.85555556,62.34,0,0,0,0,0,NA,NA,NA,NA,"2017-05-08 16:00:00",8,5,2017,0,0,16,0
"3750",3750,0,"5/8/17 17:00",3,0,1,1,16.34444444,61.42,0,0,0,0,0,NA,NA,NA,NA,"2017-05-08 17:00:00",8,5,2017,0,0,17,0
"3751",3751,0,"5/8/17 18:00",3,0,1,1,15.83333333,60.5,0,0,0,0,0,NA,NA,NA,NA,"2017-05-08 18:00:00",8,5,2017,0,0,18,0
"3752",3752,0,"5/8/17 19:00",3,0,1,1,15.32222222,59.58,0,0,0,0,0,NA,NA,NA,NA,"2017-05-08 19:00:00",8,5,2017,0,0,19,0
"3753",3753,0,"5/8/17 20:00",3,0,1,1,14.81111111,58.66,0,0,0,0,0,NA,NA,NA,NA,"2017-05-08 20:00:00",8,5,2017,0,0,20,0
"3754",3754,0,"5/8/17 21:00",3,0,1,1,14.3,57.74,0,0,0,0,0,NA,NA,NA,NA,"2017-05-08 21:00:00",8,5,2017,0,0,21,0
"3755",3755,0,"5/8/17 22:00",4,0,1,1,15.2,59.36,0,0,0,0,0,NA,NA,NA,NA,"2017-05-08 22:00:00",8,5,2017,0,0,22,0
"3756",3756,1,"5/8/17 23:00",4,0,1,1,15.9,60.62,0,0,0,0,0,NA,NA,NA,NA,"2017-05-08 23:00:00",8,5,2017,0,0,23,1
"3757",3757,1,"5/9/17 0:00",4,0,1,1,16.6,61.88,0,0,0,0,0,NA,NA,NA,NA,"2017-05-09 00:00:00",9,5,2017,0,0,0,1
"3758",3758,1,"5/9/17 1:00",4,0,1,1,19.15,66.47,0,0,0,0,0,NA,NA,NA,NA,"2017-05-09 01:00:00",9,5,2017,0,0,1,1
"3759",3759,0,"5/9/17 2:00",4,0,1,1,21.7,71.06,0,0,0,0,0,NA,NA,NA,NA,"2017-05-09 02:00:00",9,5,2017,0,0,2,0
"3760",3760,0,"5/9/17 3:00",4,0,1,1,24.7,76.46,0,0,0,0,0,NA,NA,NA,NA,"2017-05-09 03:00:00",9,5,2017,0,0,3,0
"3761",3761,0,"5/9/17 4:00",4,0,1,1,25.1,77.18,0,0,0,0,0,NA,NA,NA,NA,"2017-05-09 04:00:00",9,5,2017,0,0,4,0
"3762",3762,0,"5/9/17 5:00",1,0,1,1,26.5,79.7,0,0,0,0,0,NA,NA,NA,NA,"2017-05-09 05:00:00",9,5,2017,0,0,5,0
"3763",3763,0,"5/9/17 6:00",1,0,1,1,26.6,79.88,0,0,0,0,0,NA,NA,NA,NA,"2017-05-09 06:00:00",9,5,2017,0,0,6,0
"3764",3764,1,"5/9/17 7:00",1,0,1,1,26.4,79.52,0,0,0,0,0,NA,NA,NA,NA,"2017-05-09 07:00:00",9,5,2017,0,0,7,1
"3765",3765,1,"5/9/17 8:00",1,0,1,1,25.06666667,77.12,0,0,0,0,0,NA,NA,NA,NA,"2017-05-09 08:00:00",9,5,2017,0,0,8,1
"3766",3766,1,"5/9/17 9:00",1,0,1,1,23.73333333,74.72,0,0,0,0,0,NA,NA,NA,NA,"2017-05-09 09:00:00",9,5,2017,0,0,9,1
"3767",3767,0,"5/9/17 10:00",1,0,1,1,22.4,72.32,0,0,0,0,0,NA,NA,NA,NA,"2017-05-09 10:00:00",9,5,2017,0,0,10,0
"3768",3768,2,"5/9/17 11:00",2,0,1,1,20.6,69.08,0,0,0,0,0,NA,NA,NA,NA,"2017-05-09 11:00:00",9,5,2017,0,0,11,2
"3769",3769,1,"5/9/17 12:00",2,0,1,1,18.7,65.66,0,0,0,0,0,NA,NA,NA,NA,"2017-05-09 12:00:00",9,5,2017,0,0,12,1
"3770",3770,1,"5/9/17 13:00",2,0,1,1,18.4,65.12,0,0,0,0,0,NA,NA,NA,NA,"2017-05-09 13:00:00",9,5,2017,0,0,13,1
"3771",3771,0,"5/9/17 14:00",2,0,1,1,17.9,64.22,0,0,0,0,0,NA,NA,NA,NA,"2017-05-09 14:00:00",9,5,2017,0,0,14,0
"3772",3772,0,"5/9/17 15:00",3,0,1,1,18.01666667,64.43,0,0,0,0,0,NA,NA,NA,NA,"2017-05-09 15:00:00",9,5,2017,0,0,15,0
"3773",3773,0,"5/9/17 16:00",3,0,1,1,18.13333333,64.64,127.32,8.493,0,3,0,NA,NA,NA,NA,"2017-05-09 16:00:00",9,5,2017,0,0,16,0
"3774",3774,0,"5/9/17 17:00",3,0,1,1,18.25,64.85,0,0,0,0,0,NA,NA,NA,NA,"2017-05-09 17:00:00",9,5,2017,0,0,17,0
"3775",3775,0,"5/9/17 18:00",3,0,1,1,18.36666667,65.06,0,0,0,0,0,NA,NA,NA,NA,"2017-05-09 18:00:00",9,5,2017,0,0,18,0
"3776",3776,0,"5/9/17 19:00",3,0,1,1,18.48333333,65.27,0,0,0,0,0,NA,NA,NA,NA,"2017-05-09 19:00:00",9,5,2017,0,0,19,0
"3777",3777,0,"5/9/17 20:00",3,0,1,1,18.6,65.48,0,0,0,0,0,NA,NA,NA,NA,"2017-05-09 20:00:00",9,5,2017,0,0,20,0
"3778",3778,0,"5/9/17 21:00",3,0,1,1,18.71666667,65.69,0,0,0,0,0,NA,NA,NA,NA,"2017-05-09 21:00:00",9,5,2017,0,0,21,0
"3779",3779,0,"5/9/17 22:00",4,0,1,1,18.83333333,65.9,0,0,0,0,0,NA,NA,NA,NA,"2017-05-09 22:00:00",9,5,2017,0,0,22,0
"3780",3780,1,"5/9/17 23:00",4,0,1,1,18.95,66.11,0,0,0,0,0,NA,NA,NA,NA,"2017-05-09 23:00:00",9,5,2017,0,0,23,1
"3781",3781,1,"5/10/17 0:00",4,0,1,1,19.06666667,66.32,0,0,0,0,0,NA,NA,NA,NA,"2017-05-10 00:00:00",10,5,2017,0,0,0,1
"3782",3782,0,"5/10/17 1:00",4,0,1,1,19.18333333,66.53,0,0,0,0,0,NA,NA,NA,NA,"2017-05-10 01:00:00",10,5,2017,0,0,1,0
"3783",3783,6,"5/10/17 2:00",4,0,1,1,19.3,66.74,55.7,3.716,0,1,0,NA,NA,NA,NA,"2017-05-10 02:00:00",10,5,2017,0,0,2,6
"3784",3784,0,"5/10/17 3:00",4,0,1,1,22.9,73.22,0,0,0,0,0,NA,NA,NA,NA,"2017-05-10 03:00:00",10,5,2017,0,0,3,0
"3785",3785,0,"5/10/17 4:00",4,0,1,1,23.7,74.66,109.23,7.287,0,2,0,NA,NA,NA,NA,"2017-05-10 04:00:00",10,5,2017,0,0,4,0
"3786",3786,0,"5/10/17 5:00",1,0,1,1,24.05,75.29,56.12,3.744,0,1,0,NA,NA,NA,NA,"2017-05-10 05:00:00",10,5,2017,0,0,5,0
"3787",3787,0,"5/10/17 6:00",1,0,1,1,24.4,75.92,56.9,3.796,0,1,0,NA,NA,NA,NA,"2017-05-10 06:00:00",10,5,2017,0,0,6,0
"3788",3788,0,"5/10/17 7:00",1,0,1,1,25.4,77.72,64.89,4.329,1,1,0,NA,NA,NA,NA,"2017-05-10 07:00:00",10,5,2017,0,0,7,0
"3789",3789,1,"5/10/17 8:00",1,0,1,1,23.3,73.94,58.27,3.887,0,1,0,NA,NA,NA,NA,"2017-05-10 08:00:00",10,5,2017,0,0,8,1
"3790",3790,0,"5/10/17 9:00",1,0,1,1,21.2,70.16,0,0,0,0,0,NA,NA,NA,NA,"2017-05-10 09:00:00",10,5,2017,0,0,9,0
"3791",3791,2,"5/10/17 10:00",1,0,1,1,19.3,66.74,0,0,0,0,0,NA,NA,NA,NA,"2017-05-10 10:00:00",10,5,2017,0,0,10,2
"3792",3792,1,"5/10/17 11:00",2,0,1,1,17.4,63.32,0,0,0,0,0,NA,NA,NA,NA,"2017-05-10 11:00:00",10,5,2017,0,0,11,1
"3793",3793,1,"5/10/17 12:00",2,0,1,1,16.56666667,61.82,57.49,3.835,0,1,0,NA,NA,NA,NA,"2017-05-10 12:00:00",10,5,2017,0,0,12,1
"3794",3794,1,"5/10/17 13:00",2,0,1,1,15.73333333,60.32,48.91,3.263,1,0,0,NA,NA,NA,NA,"2017-05-10 13:00:00",10,5,2017,0,0,13,1
"3795",3795,0,"5/10/17 14:00",2,0,1,1,14.9,58.82,0,0,0,0,0,NA,NA,NA,NA,"2017-05-10 14:00:00",10,5,2017,0,0,14,0
"3796",3796,1,"5/10/17 15:00",3,0,1,1,14.68888889,58.44,95.38,6.363,1,1,0,NA,NA,NA,NA,"2017-05-10 15:00:00",10,5,2017,0,0,15,1
"3797",3797,0,"5/10/17 16:00",3,0,1,1,14.47777778,58.06,0,0,0,0,0,NA,NA,NA,NA,"2017-05-10 16:00:00",10,5,2017,0,0,16,0
"3798",3798,0,"5/10/17 17:00",3,0,1,1,14.26666667,57.68,0,0,0,0,0,NA,NA,NA,NA,"2017-05-10 17:00:00",10,5,2017,0,0,17,0
"3799",3799,0,"5/10/17 18:00",3,0,1,1,14.05555556,57.3,0,0,0,0,0,NA,NA,NA,NA,"2017-05-10 18:00:00",10,5,2017,0,0,18,0
"3800",3800,0,"5/10/17 19:00",3,0,1,1,13.84444444,56.92,0,0,0,0,0,NA,NA,NA,NA,"2017-05-10 19:00:00",10,5,2017,0,0,19,0
"3801",3801,0,"5/10/17 20:00",3,0,1,1,13.63333333,56.54,0,0,0,0,0,NA,NA,NA,NA,"2017-05-10 20:00:00",10,5,2017,0,0,20,0
"3802",3802,0,"5/10/17 21:00",3,0,1,1,13.42222222,56.16,0,0,0,0,0,NA,NA,NA,NA,"2017-05-10 21:00:00",10,5,2017,0,0,21,0
"3803",3803,0,"5/10/17 22:00",4,0,1,1,13.21111111,55.78,0,0,0,0,0,NA,NA,NA,NA,"2017-05-10 22:00:00",10,5,2017,0,0,22,0
"3804",3804,0,"5/10/17 23:00",4,0,1,1,13,55.4,0,0,0,0,0,NA,NA,NA,NA,"2017-05-10 23:00:00",10,5,2017,0,0,23,0
"3805",3805,0,"5/11/17 0:00",4,0,1,1,15.05,59.09,0,0,0,0,0,NA,NA,NA,NA,"2017-05-11 00:00:00",11,5,2017,0,0,0,0
"3806",3806,0,"5/11/17 1:00",4,0,1,1,17.1,62.78,0,0,0,0,0,NA,NA,NA,NA,"2017-05-11 01:00:00",11,5,2017,0,0,1,0
"3807",3807,3,"5/11/17 2:00",4,0,1,1,18.9,66.02,151.04,10.076,0,3,0,NA,NA,NA,NA,"2017-05-11 02:00:00",11,5,2017,0,0,2,3
"3808",3808,2,"5/11/17 3:00",4,0,1,1,20.3,68.54,104.95,7.001,0,2,0,NA,NA,NA,NA,"2017-05-11 03:00:00",11,5,2017,0,0,3,2
"3809",3809,1,"5/11/17 4:00",4,0,1,1,21.7,71.06,100.29,6.69,0,2,0,NA,NA,NA,NA,"2017-05-11 04:00:00",11,5,2017,0,0,4,1
"3810",3810,0,"5/11/17 5:00",1,0,1,1,23.1,73.58,0,0,0,0,0,NA,NA,NA,NA,"2017-05-11 05:00:00",11,5,2017,0,0,5,0
"3811",3811,1,"5/11/17 6:00",1,0,1,1,24.5,76.1,69.91,4.664,2,0,0,NA,NA,NA,NA,"2017-05-11 06:00:00",11,5,2017,0,0,6,1
"3812",3812,4,"5/11/17 7:00",1,0,1,1,25.5,77.9,150.69,10.053,1,2,0,NA,NA,NA,NA,"2017-05-11 07:00:00",11,5,2017,0,0,7,4
"3813",3813,1,"5/11/17 8:00",1,0,1,1,24.1,75.38,92.58,6.176,0,2,0,NA,NA,NA,NA,"2017-05-11 08:00:00",11,5,2017,0,0,8,1
"3814",3814,1,"5/11/17 9:00",1,0,1,1,22.7,72.86,43.94,2.931,0,1,0,NA,NA,NA,NA,"2017-05-11 09:00:00",11,5,2017,0,0,9,1
